N ESS PL н е п о т и з м	н е п о т и з м а х	н е п о т и з м а х
N DAT SG о т ц о в с т в о	о т ц о в с т в у	о т ц о в с т в у
N ESS PL а л л ю р	а л л ю р а х	а л л ю р а х
N ACC SG с а п ф и р	с а п ф и р	с а п ф и р
N GEN PL г е й - к у л ь т у р а	г е й - к у л ь т у р	г е й - к у л ь т у р
V FUT 2 PL о б л у п и т ь	о б л у п и т е	о б л у п и т е
N NOM SG ж и р т р е с т	ж и р т р е с т	ж и р т р е с т
V.PTCP ACT PRS о р г а н и з о в ы в а т ь с я	о р г а н и з о в ы в а ю щ и й с я	о р г а н и з о в ы в а ю щ и й с я
ADJ ACC ANIM PL у л е й н ы й	у л е й н ы х	у л е й н ы х
N ESS SG ш п а г а	ш п а г е	ш п а г е
N GEN SG о п у с	о п у с а	о п у с а
ADJ ESS NEUT SG п е р е д а в а е м ы й	п е р е д а в а е м о м	п е р е д а в а е м о м
ADJ NOM NEUT SG д о н с к о й	д о н с к о е	д о н с к о е
ADJ DAT NEUT SG с е с т р и н с к и й	с е с т р и н с к о м у	с е с т р и н с к о м у
N ESS SG я щ и к П а н д о р ы	я щ и к е П а н д о р ы	я щ и к у а н д о р о
V.PTCP PASS PRS в т а с к и в а т ь	в т а с к и в а е м ы й	в т а с к и в а е м ы й
N INS PL т р о е п е р с т и е	т р о е п е р с т и я м и	т р о е п е р с т и я м и
ADJ ESS MASC SG д в и г а т е л ь н ы й	д в и г а т е л ь н о м	д в и г а т е л ь н о м
N ESS SG с о д а	с о д е	с о д е
N INS PL л о т о к	л о т к а м и	л о т к а м и
V PST PL с о з н а т ь	с о з н а л и	с о з н а л и
N DAT PL ш в е д	ш в е д а м	ш в е д а м
ADJ INS MASC SG т а й н ы й	т а й н ы м	т а й н ы м
V FUT 2 SG с б е ж а т ь	с б е ж и ш ь	с б е ж е ш ь
N GEN PL м о р с к о й к о т и к	м о р с к и х к о т и к о в	м о р с к о в к о т и к о в
V FUT 2 SG д ы х а т ь	б у д е ш ь д ы х а т ь	б у д е ш ь д ы х а т ь
V NFIN п о с в и с т ы в а т ь	п о с в и с т ы в а т ь	п о с в и с т ы в а т ь
N ESS PL о б м о р о к	о б м о р о к а х	о б м о р к а х
N ESS SG б л о к и р о в а н и е	б л о к и р о в а н и и	б л о к и р о в а н и и
N NOM PL д и с т р о ф и я	д и с т р о ф и и	д и с т р о ф и и
V FUT 2 PL и з м а я т ь с я	и з м а е т е с ь	и з о а н е т е с ь
ADJ NOM FEM SG н е о н а ц и с т с к и й	н е о н а ц и с т с к а я	н е о н а ц и с т с к а я
V.PTCP ACT PST в ы т я г и в а т ь с я	в ы т я г и в а в ш и й с я	в ы т я г и в а в ш и й с я
V PST PL р а с с е л и т ь	р а с с е л и л и	р а с с е л и л и
ADJ GEN MASC SG р о с с и й с к и й	р о с с и й с к о г о	р о с с и й с к о г о
V FUT 2 PL р а з о ч а р о в ы в а т ь	б у д е т е р а з о ч а р о в ы в а т ь	б у д е т е р а з о ч а р о в ы в а т ь
V PRS 2 PL з а и к а т ь с я	з а и к а е т е с ь	з а и к а е т е с ь
V.CVB PST л и з а т ь	л и з а в	л и з а в
V FUT 1 PL у г а д ы в а т ь	б у д е м у г а д ы в а т ь	б у д е м у г а д ы в а т ь
ADJ NOM NEUT SG н и з о в о й	н и з о в о е	н и з о в о е
V FUT 2 SG п о г л а з е т ь	п о г л а з е е ш ь	п о г л а з е ш ь
V PST SG FEM п р о ш и т ь	п р о ш и л а	п р о ш и л а
V PST SG FEM ш а р к а т ь	ш а р к а л а	ш а р к а л а
V IMP 2 PL в о з в е щ а т ь	в о з в е щ а й т е	в о з в е щ и т е
ADJ ANIM ACC MASC SG с т р о г а н ы й	с т р о г а н о г о	с т р о г а н о г о
ADJ NOM FEM SG н е и с ч и с л я е м ы й	н е и с ч и с л я е м а я	н е и с ч и с л я е м а я
N ESS SG и с п о л н е н и е	и с п о л н е н и и	и с п о л н е н и и
N INS PL б а ш к и р	б а ш к и р а м и	б а ш к и р а м и
V PRS 1 SG с т а р и т ь с я	с т а р ю с ь	с т а р ь с я
N DAT PL я б л о к о	я б л о к а м	я б л о к а м
V FUT 3 PL о т о р в а т ь с я	о т о р в у т с я	б у д у т о т о р в а т ь с я
V PST PL з а п и х н у т ь	з а п и х н у л и	з а п и х н у л и
N DAT PL н е р в	н е р в а м	н е р в а м
ADJ ACC FEM SG а р и с т о к р а т и ч е с к и й	а р и с т о к р а т и ч е с к у ю	а р и с т о к р а т и ч е с к у ю
N DAT SG г а л с т у к	г а л с т у к у	г а л с т у к у
ADJ INAN ACC MASC SG а н т а р к т и ч е с к и й	а н т а р к т и ч е с к и й	а н т а р к т и ч е с к и й
V PST SG NEUT в ы р у б а т ь	в ы р у б а л о	в ы р у б а л о
N NOM PL д е к а б р ь	д е к а б р и	д е к а б р и
ADJ INS FEM SG п о д з е м н ы й	п о д з е м н о й	п о д з е м н о й
ADJ PL LGSPEC1 к а ч е с т в е н н ы й	к а ч е с т в е н н ы	к а ч е с т в е н н ы
ADJ NOM PL т у ш ё н ы й	т у ш ё н ы е	т у ш ё н ы е
N INS PL п о с т у п ь	п о с т у п я м и	п о с т у п я м и
ADJ ESS PL н а ч и т а н н ы й	н а ч и т а н н ы х	н а ч и т а н н ы х
N INS PL о с о в р е м е н и в а н и е	о с о в р е м е н и в а н и я м и	о с о в р е м е н и в а н и я м и
ADJ FEM SG LGSPEC1 р у к о т в о р н ы й	р у к о т в о р н а	р у к о т в о р н а
V NFIN п р о н и з а т ь	п р о н и з а т ь	п р о н и з а т ь
ADJ INS MASC SG н е б о г а т ы й	н е б о г а т ы м	н е б о г а т ы м
N NOM SG а б с т р а к ц и я	а б с т р а к ц и я	а б с т р а к ц и я
N ESS PL х р и п	х р и п а х	х р и п а х
V FUT 1 SG в ы и с к а т ь	в ы и щ у	в ы и с к а ю
V FUT 3 SG п р о с л а в л и в а т ь	б у д е т п р о с л а в л и в а т ь	б у д е т п р о с л а в л и в а т ь
N DAT SG д е р ж а т е л ь	д е р ж а т е л ю	д е р ж а т е л ю
V FUT 2 SG п р и в а л и в а т ь с я	б у д е ш ь п р и в а л и в а т ь с я	б у д е ш ь п р и в а л и в а т ь с я
N ESS PL н о р в е ж е ц	н о р в е ж ц а х	н о р в е ж ц а х
ADJ ANIM ACC MASC SG к у р и л ь с к и й	к у р и л ь с к о г о	к у р и л ь с к о г о
N GEN SG н о ж о н к а	н о ж о н к и	н о ж о н к и
V PST SG FEM п е р е ш а г н у т ь	п е р е ш а г н у л а	п е р е ш а г н у л а
V PST SG NEUT п р о г л я н у т ь	п р о г л я н у л о	п р о г л я н у л о
N DAT SG л е г к о а т л е т к а	л е г к о а т л е т к е	л е г к о а т л е т к е
ADJ DAT NEUT SG н е у д о в л е т в о р и т е л ь н ы й	н е у д о в л е т в о р и т е л ь н о м у	н е у д о в л е т в о р и т е л ь н о м у
ADJ GEN PL б а с с е й н о в ы й	б а с с е й н о в ы х	б а с с е й н о в ы х
ADJ ACC FEM SG н е п о б е д и м ы й	н е п о б е д и м у ю	н е п о б е д и м у ю
N GEN PL с е к у н д а	с е к у н д	с е к у н д
ADJ ACC FEM SG м и х а й л о в с к и й	м и х а й л о в с к у ю	м и х а й л о в с к у ю
ADJ INS NEUT SG б е с с р о ч н ы й	б е с с р о ч н ы м	б е с с р о ч н ы м
N ESS SG о б о с т р е н и е	о б о с т р е н и и	о б о с т р е н и и
ADJ NEUT SG LGSPEC1 п о х о т л и в ы й	п о х о т л и в о	п о х о т л и в о
ADJ GEN MASC SG м у т н ы й	м у т н о г о	м у т н о г о
ADJ GEN MASC SG м у р м а н с к и й	м у р м а н с к о г о	м у р м а н с к о г о
V PRS 3 SG с к а п л и в а т ь с я	с к а п л и в а е т с я	с к а п л и в а е т с я
ADJ ESS NEUT SG н е р а д и в ы й	н е р а д и в о м	н е р а д и в о м
N ACC PL а б с о л ю т н а я в е л и ч и н а	а б с о л ю т н ы е в е л и ч и н ы	а б с о л ю т н ы х в е л и н ы
ADJ GEN PL м у т н ы й	м у т н ы х	м у т н ы х
V.CVB PST и к а т ь	и к а в	и к а в
ADJ MASC SG LGSPEC1 у ж а с а ю щ и й	у ж а с а ю щ	у ж а с а ю щ е
N DAT SG к у ч е р	к у ч е р у	к у ч е р у
ADJ GEN FEM SG н у к л е о т и д н ы й	н у к л е о т и д н о й	н у к л е о т и д н о й
V PRS 1 PL к о н ц е н т р и р о в а т ь	к о н ц е н т р и р у е м	к о н ц е н т р и р у е м
V.PTCP ACT PST у г н е т а т ь	у г н е т а в ш и й	у г н е т а в ш и й
ADJ ESS FEM SG и м м у н н ы й	и м м у н н о й	и м м у н н о й
ADJ NOM NEUT SG м а с ш т а б н ы й	м а с ш т а б н о е	м а с ш т а б н о е
ADJ GEN NEUT SG в с е н о щ н ы й	в с е н о щ н о г о	в с е н о щ н о г о
N ESS SG г а с т а р б а й т е р	г а с т а р б а й т е р е	г а с т а р б а й т е р е
V PRS 2 SG р а с т е р з ы в а т ь	р а с т е р з ы в а е ш ь	р а с т е р з ы в а е ш ь
ADJ ESS FEM SG п р о ж и т о ч н ы й	п р о ж и т о ч н о й	п р о ж и т о ч н о й
V FUT 1 PL у к р е п и т ь с я	у к р е п и м с я	у к р е п и м с я
N GEN PL э т и к а	э т и к	э т и к
V PST PL о с м е л и т ь с я	о с м е л и л и с ь	о с м е л и л и с ь
N DAT PL м а д р и г а л	м а д р и г а л а м	м а д р и г а л а м
N ESS PL к е л ь я	к е л ь я х	к е л ь я х
ADJ INS MASC SG п о з н а в а т е л ь н ы й	п о з н а в а т е л ь н ы м	п о з н а в а т е л ь н ы м
N INS SG н а с т р о е н и е	н а с т р о е н и е м	н а с т р о е н и е м
N DAT PL о в ц е б ы к	о в ц е б ы к а м	о в ц е б ы к а м
ADJ ESS NEUT SG н и з ш и й	н и з ш е м	н и з ш е м
V FUT 3 SG р а с с л а б и т ь с я	р а с с л а б и т с я	р а с с л а б ь т с я
N DAT SG н е н ю ф а р	н е н ю ф а р у	н е н ю ф а р у
N ESS PL а б а н д о н и р о в а н и е	а б а н д о н и р о в а н и я х	а б а н д о н и р о в а н и я х
V.PTCP ACT PST п о т и р а т ь	п о т и р а в ш и й	п о т и р а в ш и й
V FUT 1 SG в з о й т и	в з о й д у	в з о й
ADJ GEN NEUT SG о з а д а ч е н н ы й	о з а д а ч е н н о г о	о з а д а ч е н н о г о
ADJ GEN PL н е о б я з а т е л ь н ы й	н е о б я з а т е л ь н ы х	н е о б я з а т е л ь н ы х
V PST SG FEM с о ж р а т ь	с о ж р а л а	с о ж р а л а
N DAT PL з а м а з к а	з а м а з к а м	з а м а з к а м
V IMP 2 SG о с л е п н у т ь	о с л е п н и	о с л е п н и
ADJ ESS FEM SG а в т о х т о н н ы й	а в т о х т о н н о й	а в т о х т о н н о й
N INS SG п а н и к а	п а н и к о й	п а н и к о й
V PRS 2 PL п р о ш и б а т ь	п р о ш и б а е т е	п р о ш и б а е т е
ADJ INS PL а н а л и т и ч е с к и й	а н а л и т и ч е с к и м и	а н а л и т и ч е с к и м и
N ESS SG м а г н и т о ф о н	м а г н и т о ф о н е	м а г н и т о ф о н е
V IMP 2 PL в в а л и в а т ь с я	в в а л и в а й т е с ь	в в а л и в а й т е с ь
N INS PL ш у т н и к	ш у т н и к а м и	ш у т н и к а м и
ADJ NOM NEUT SG с о в р е м е н н ы й	с о в р е м е н н о е	с о в р е м е н н о е
V FUT 1 PL п р е д л о ж и т ь с я	п р е д л о ж и м с я	п р е д л о ж и м с я
ADJ ACC ANIM PL л е с о в о д ч е с к и й	л е с о в о д ч е с к и х	л е с о в о д ч е с к и х
N GEN SG т а ч к а	т а ч к и	т а ч к и
N ESS PL к р о в о и з л и я н и е	к р о в о и з л и я н и я х	к р о в о и з л и я н и я х
V FUT 2 SG п о д о с л а т ь	п о д о ш л е ш ь	п о д о ш л е ш ь
V FUT 3 SG п о д в о з и т ь	б у д е т п о д в о з и т ь	п о д в о з и т
N ESS SG к и л а	к и л е	к и л е
V PST SG FEM д о в е р и т ь с я	д о в е р и л а с ь	д о в е р и л а с ь
V FUT 2 PL о б о р о н и т ь	о б о р о н и т е	о б о р о н и т е
V FUT 3 PL у л а в л и в а т ь	б у д у т у л а в л и в а т ь	б у д у т у л а в л и в а т ь
ADJ GEN FEM SG о с т о р о ж н ы й	о с т о р о ж н о й	о с т о р о ж н о й
V.CVB PST п о в о л о ч ь	п о в о л о к ш и	п о в о л о г ш и
N GEN SG п а р а ш ю т	п а р а ш ю т а	п а р а ш ю т а
V.CVB PRS к о м п р о м е т и р о в а т ь	к о м п р о м е т и р у я	к о м п р о м е т и р у я
V PST PL с о п е р е ж и в а т ь	с о п е р е ж и в а л и	с о п е р е ж и в а л и
N DAT SG г и д р а р г и р у м	г и д р а р г и р у м у	г и д р а р г и р у м у
V.CVB PRS б е л и т ь	б е л я	б е л я я
N ACC SG П о с е й д о н	П о с е й д о н а	П о с е й д о н
N GEN SG в и ц е - п р е з и д е н т с т в о	в и ц е - п р е з и д е н т с т в а	в и ц е - п р е з и д е н т с т в а
ADJ GEN MASC SG к а з а н с к и й	к а з а н с к о г о	к а з а н с к о г о
V.PTCP ACT PST к о в ы р я т ь с я	к о в ы р я в ш и й с я	к о в ы р я в ш и й с я
N ESS SG п р ы щ и к	п р ы щ и к е	п р ы щ и к е
N ESS PL з а к у п к а	з а к у п к а х	з а к у п к а х
N ACC PL с в е с	с в е с ы	с в е с ы
V PST SG FEM п о г л а з е т ь	п о г л а з е л а	п о г л а з е л а
N ACC PL м и к р о в о л н а	м и к р о в о л н ы	м и к р о в о л н
N INS SG с е д л о	с е д л о м	с е д л е м
N INS PL ц и т о к и н	ц и т о к и н а м и	ц и т о к и н а м и
V PST SG MASC о б к л а д ы в а т ь с я	о б к л а д ы в а л с я	о б к л а д ы в а л с я
N ESS SG С П И Д	С П И Д е	С у И
V IMP 2 PL д о в е с т и с ь	д о в е д и т е с ь	д о в е д и т е с ь
N ESS PL д е р е в о р у б к а	д е р е в о р у б к а х	д е р е в о р у б к а х
ADJ ACC ANIM PL б е з м е з д н ы й	б е з м е з д н ы х	б е з м е з д н ы х
N ACC SG г о п к о м п а н и я	г о п к о м п а н и ю	г о п к о м п а н и ю
N NOM SG а м б р а з у р а	а м б р а з у р а	а м б р а з у р а
N GEN SG п р и г о р ш н я	п р и г о р ш н и	п р и г о р ш н и
V FUT 2 PL п е р е и г р ы в а т ь	б у д е т е п е р е и г р ы в а т ь	б у д е т е п е р е и г р ы в а т ь
ADJ DAT PL и з о л и р о в а н н ы й	и з о л и р о в а н н ы м	и з о л и р о в а н н ы м
N ACC SG д а л м а т с к а я с о б а к а	д а л м а т с к у ю с о б а к у	д а л м а т с к о й с о б а к у
ADJ INS FEM SG п е д а г о г и ч е с к и й	п е д а г о г и ч е с к о й	п е д а г о г и ч е с к о й
ADJ NOM MASC SG а ф и н с к и й	а ф и н с к и й	а ф и н с к и й
V.CVB PRS в с к р и к и в а т ь	в с к р и к и в а я	в с к р и к и в а я
V PST SG FEM п о д п л ы в а т ь	п о д п л ы в а л а	п о д п л ы в а л а
V FUT 1 SG в ы к р и к и в а т ь	б у д у в ы к р и к и в а т ь	б у д у в ы к р и к и в а т ь
N ACC SG р а з ъ я с н е н и е	р а з ъ я с н е н и е	р а з ъ я с н е н и е
V FUT 1 PL р а с с п р о с и т ь	р а с с п р о с и м	р а с с п р о с и м
ADJ ACC ANIM PL у п и т а н н ы й	у п и т а н н ы х	у п и т а н н ы х
V.PTCP ACT PST о б м о т а т ь	о б м о т а в ш и й	о б м о т а в ш и й
N ACC SG а с т р о н о м и я	а с т р о н о м и ю	а с т р о н о м и ю
ADJ DAT FEM SG п о ч в е н н ы й	п о ч в е н н о й	п о ч в е н н о й
N DAT SG т р и б у н а л	т р и б у н а л у	т р и б у н а л у
ADJ GEN NEUT SG у м с т в е н н ы й	у м с т в е н н о г о	у м с т в е н н о г о
N ACC PL п е п е л	п е п л ы	п е п е л о в
ADJ ACC NEUT SG о з и м ы й	о з и м о е	о з и м о е
N ACC SG к у р о р т	к у р о р т	к у р о р т
ADJ ACC INAN PL д в у с л о ж н ы й	д в у с л о ж н ы е	д в у с л о ж н ы е
ADJ GEN PL в ы с о х ш и й	в ы с о х ш и х	в ы с о х ш и х
N GEN SG о р к е с т р о в а я я м а	о р к е с т р о в о й я м ы	о р к е с т р о в о й м а
V.CVB PRS г л а д и т ь	г л а д я	г л а д я
V FUT 2 SG п р и с в а и в а т ь	б у д е ш ь п р и с в а и в а т ь	б у д е ш ь п р и с в а и в а т ь
N ESS SG у т р а т а	у т р а т е	у т р а т е
ADJ ANIM ACC MASC SG р а с п р е д е л и т е л ь н ы й	р а с п р е д е л и т е л ь н о г о	р а с п р е д е л и т е л ь н о г о
V NFIN в м е н и т ь	в м е н и т ь	в м е н и т ь
N DAT SG б у з а	б у з е	б у з е
V FUT 2 SG д и р и ж и р о в а т ь	б у д е ш ь д и р и ж и р о в а т ь	б у д е ш ь д и р и ж и р о в а т ь
N ESS PL м у т ь	м у т я х	м у т я х
N GEN SG б у р д а	б у р д ы	б у р д ы
ADJ INS PL с у р о в ы й	с у р о в ы м и	с у р о в ы м и
N INS PL п р е в р а щ е н и е	п р е в р а щ е н и я м и	п р е в р а щ е н и я м и
V FUT 3 SG п р и п а с т и	п р и п а с е т	п р и п а с т
N GEN PL ф у н д у к	ф у н д у к о в	ф у н д у к о в
N GEN SG и н ж и р	и н ж и р а	и н ж и р а
N INS SG с ы н о ч е к	с ы н о ч к о м	с ы н о ч к о м
V FUT 2 SG б е с и т ь	б у д е ш ь б е с и т ь	б у д е ш ь б е с и т ь
ADJ ESS FEM SG д о б р о ж е л а т е л ь н ы й	д о б р о ж е л а т е л ь н о й	д о б р о ж е л а т е л ь н о й
ADJ DAT PL х о л о д и л ь н ы й	х о л о д и л ь н ы м	х о л о д и л ь н ы м
ADJ DAT FEM SG а р и с т о к р а т и ч н ы й	а р и с т о к р а т и ч н о й	а р и с т о к р а т и ч н о й
N ACC PL б ё р д о	б ё р д а	б ё р д ы
ADJ ANIM ACC MASC SG б е з з а в е т н ы й	б е з з а в е т н о г о	б е з з а в е т н о г о
V FUT 3 SG с б р а с ы в а т ь	б у д е т с б р а с ы в а т ь	б у д е т с б р а с ы в а т ь
N ACC PL п и к о в ы й т у з	п и к о в ы х т у з о в	п и к о в ы х т у з ы
N DAT SG л е м е х	л е м е х у	л е м е х у
N GEN PL н а г е л ь	н а г е л е й	н а г е л е й
N ACC PL з о д ч и й	з о д ч и х	з о д ч и и
N INS SG к о н к у р е н т о с п о с о б н о с т ь	к о н к у р е н т о с п о с о б н о с т ь ю	к о н к у р е н т о с п о с о б н о с т ь ю
ADJ INS NEUT SG в а ж н е й ш и й	в а ж н е й ш и м	в а ж н е й ш и м
ADJ GEN FEM SG п р я м о у г о л ь н ы й	п р я м о у г о л ь н о й	п р я м о у г о л ь н о й
N ACC PL и з г о р о д ь	и з г о р о д и	и з г о р о д и
N ACC SG п о с л а н н и к	п о с л а н н и к а	п о с л а н н и к а
ADJ GEN MASC SG п р е д п о ч т и т е л ь н ы й	п р е д п о ч т и т е л ь н о г о	п р е д п о ч т и т е л ь н о г о
V IMP 2 SG у п о м я н у т ь с я	у п о м я н и с ь	у п о м я н и с ь
V.PTCP INS PL о д а р ё н н ы й	о д а р ё н н ы м и	о д а р ё н н ы м и
N GEN SG а в г у с т	а в г у с т а	а в г у с т а
N INS PL д о ч е н ь к а	д о ч е н ь к а м и	д о ч е н ь к а м и
V FUT 3 PL т о л п и т ь с я	б у д у т т о л п и т ь с я	б у д у т т о л п и т ь с я
N ACC SG а р г у м е н т и р о в а н и е	а р г у м е н т и р о в а н и е	а р г у м е н т и р о в а н и е
N ACC PL к а м е н щ и к	к а м е н щ и к о в	к а м е н щ и к о в
V IMP 2 PL в ы в ё р т ы в а т ь	в ы в ё р т ы в а й т е	в ы в ё р т ы в а й т е
V.CVB PRS з а т и р а т ь	з а т и р а я	з а т и р а я
ADJ DAT PL з а е з ж и й	з а е з ж и м	з а е з ж и м
V IMP 2 SG о т о г н а т ь	о т г о н и	о т о г н и
N INS SG а к у п у н к т у р а	а к у п у н к т у р о й	а к у п у н к т у р о й
V.PTCP ACT PRS о з н а к о м л я т ь	о з н а к о м л я ю щ и й	о з н а к о м л я ю щ и й
N INS PL в о л о н т ё р	в о л о н т ё р а м и	в о л о н т ё р а м и
ADJ NOM NEUT SG б у х а р с к и й	б у х а р с к о е	б у х а р с к о е
N ACC SG к а р м а	к а р м у	к а р м у
ADJ ANIM ACC MASC SG о б щ е п р и з н а н н ы й	о б щ е п р и з н а н н о г о	о б щ е п р и з н а н н о г о
N ESS SG п е д а н т	п е д а н т е	п е д а н т е
V FUT 2 SG р а з в я з а т ь	р а з в я ж е ш ь	б у д е ш ь р а з в я з а т ь
ADJ ESS FEM SG в ы с ш и й	в ы с ш е й	в ы с ш е й
N INS SG б о л т	б о л т о м	б о л т о м
V.PTCP INAN ACC MASC SG р а з р о з н е н н ы й	р а з р о з н е н н ы й	р а з р о з н е н н ы й
V PST SG NEUT о б м о р о ч и т ь	о б м о р о ч и л о	о б м о р о ч и л о
ADJ DAT NEUT SG у з л о в о й	у з л о в о м у	у з л о в о м у
N INS SG П о с е й д о н	П о с е й д о н о м	П о с е й д о н о м
N ACC PL м о р т и р а	м о р т и р ы	м о р т и р ы
ADJ ACC NEUT SG м е т о д и ч н ы й	м е т о д и ч н о е	м е т о д и ч н о е
V NFIN у в я д а т ь	у в я д а т ь	у в я д а т ь
ADJ INS NEUT SG с п р а в е д л и в ы й	с п р а в е д л и в ы м	с п р а в е д л и в ы м
ADJ DAT MASC SG ш т а б н о й	ш т а б н о м у	ш т а б н о м у
V.PTCP ACT PRS н а к р ы в а т ь с я	н а к р ы в а ю щ и й с я	н а к р ы в а ю щ и й с я
V FUT 3 PL ч е р т ы х н у т ь с я	ч е р т ы х н у т с я	ч е р т ы х н у т с я
ADJ NOM MASC SG б е з в р е д н ы й	б е з в р е д н ы й	б е з в р е д н ы й
N GEN PL я в к а	я в о к	я в о к
N GEN SG ц а р ь	ц а р я	ц а р и
N ESS SG п л а щ - п а л а т к а	п л а щ - п а л а т к е	п л а щ - п а л а т к е
ADJ NOM PL з а в т р а ш н и й	з а в т р а ш н и е	з а в т р а ш н и е
V FUT 1 PL п е р е в ё р т ы в а т ь	б у д е м п е р е в ё р т ы в а т ь	б у д е м п е р е в ё р т ы в а т ь
V NFIN з а м а ч и в а т ь	з а м а ч и в а т ь	з а м а ч и в а т ь
N GEN SG н а д о е д а н и е	н а д о е д а н и я	н а д о е д а н и я
N ACC PL и м п е р а т о р	и м п е р а т о р о в	и м п е р а т о р о в
N INS SG р е й с	р е й с о м	р е й с о м
N ESS PL у н и в е р с а л ь н о с т ь	у н и в е р с а л ь н о с т я х	у н и в е р с а л ь н о с т я х
N GEN SG п о т р е б и т е л ь н и ц а	п о т р е б и т е л ь н и ц ы	п о т р е б и т е л ь н и ц ы
N INS SG к и т а й с к а я г р а м о т а	к и т а й с к о й г р а м о т о й	к и т а й с к о й г р а м о т о й
N INS SG я з ы к	я з ы к о м	я з ы к о м
ADJ ESS FEM SG к а ф е д р а л ь н ы й	к а ф е д р а л ь н о й	к а ф е д р а л ь н о й
N DAT SG м а к р о к о с м	м а к р о к о с м у	м а к р о к о с м у
N INS PL к о к и л ь	к о к и л я м и	к о к и л я м и
N ACC PL б л о г е р	б л о г е р о в	б л о г е р ы
ADJ DAT NEUT SG б а з о в ы й	б а з о в о м у	б а з о в о м у
ADJ INAN ACC MASC SG л е ж а ч и й	л е ж а ч и й	л е ж а ч и й
N INS PL э м б р и о н	э м б р и о н а м и	э м б р и о н а м и
ADJ DAT MASC SG н е у м е с т н ы й	н е у м е с т н о м у	н е у м е с т н о м у
ADJ DAT FEM SG б е з в и з о в ы й	б е з в и з о в о й	б е з в и з о в о й
N INS PL д и п л о м а н т	д и п л о м а н т а м и	д и п л о м а н т а м и
N ACC SG р е д и с к а	р е д и с к у	р е д и с к у
N NOM SG с к о б а	с к о б а	с к о б а
V PST SG FEM п р о с в е т л е т ь	п р о с в е т л е л а	п р о с в е т л е л а
V PRS 1 PL с и м п а т и з и р о в а т ь	с и м п а т и з и р у е м	с и м п а т и з и р у е м
N INS PL в а к у ф	в а к у ф а м и	в а к у ф а м и
N DAT PL с т ы д л и в о с т ь	с т ы д л и в о с т я м	с т ы д л и в о с т я м
V.PTCP PASS PST р а з в л е ч ь	р а з в л е ч ё н н ы й	р а з в л е ч ё н н ы й
V IMP 2 PL п о д в е р г н у т ь	п о д в е р г н и т е	п о д в е р г н и т е
N ACC PL н а д п и с ь	н а д п и с и	н а д п и с и
V.CVB PST п о т я г и в а т ь с я	п о т я г и в а в ш и с ь	п о т я г и в а в ш и с ь
V FUT 2 PL п р о т и с н у т ь с я	п р о т и с н е т е с ь	п р о т и с н е т е с ь
ADJ NOM MASC SG п р о с в е т и т е л ь с к и й	п р о с в е т и т е л ь с к и й	п р о с в е т и т е л ь с к и й
V PST SG NEUT з а д р а т ь	з а д р а л о	з а д р а л о
N DAT SG р а з д е в а л к а	р а з д е в а л к е	р а з д е в а л к е
V PST SG FEM з а к л и н а т ь	з а к л и н а л а	з а к л и н а л а
N GEN PL р а с т о р ж е н и е	р а с т о р ж е н и й	р а с т о р ж е н и й
V FUT 1 SG п р е у с п е в а т ь	б у д у п р е у с п е в а т ь	б у д у п р е у с п е в а т ь
V FUT 1 PL з а к р е п л я т ь	б у д е м з а к р е п л я т ь	б у д е м з а к р е п л я т ь
N DAT PL с о к р а щ е н и е	с о к р а щ е н и я м	с о к р а щ е н и я м
V PRS 1 PL б о к с и р о в а т ь	б о к с и р у е м	б о к с и р у е м
N ESS PL т р у д о у с т р о й с т в о	т р у д о у с т р о й с т в а х	т р у д о у с т р о й с т в а х
N GEN PL в н и м а т е л ь н о с т ь	в н и м а т е л ь н о с т е й	в н и м а т е л ь н о с т е й
V FUT 2 SG о б м я к а т ь	б у д е ш ь о б м я к а т ь	б у д е ш ь о б м я к а т ь
ADJ DAT MASC SG у т о м и т е л ь н ы й	у т о м и т е л ь н о м у	у т о м и т е л ь н о м у
V IMP 2 PL г а с н у т ь	г а с н и т е	г а с н и т е
N GEN SG с п у т н и к	с п у т н и к а	с п у т н и к а
V PRS 2 SG у д в а и в а т ь	у д в а и в а е ш ь	у д в а и в а е ш ь
N DAT SG а в т о ш к о л а	а в т о ш к о л е	а в т о ш к о л а
N INS SG б л и к	б л и к о м	б л и к о м
ADJ DAT MASC SG у п о р н ы й	у п о р н о м у	у п о р н о м у
ADJ ACC NEUT SG м а т е р и а л и с т и ч е с к и й	м а т е р и а л и с т и ч е с к о е	м а т е р и а л и с т и ч е с к о е
ADJ DAT FEM SG п р о с т р а н с т в е н н ы й	п р о с т р а н с т в е н н о й	п р о с т р а н с т в е н н о й
ADJ NOM MASC SG с о в о к у п н ы й	с о в о к у п н ы й	с о в о к у п н ы й
ADJ ESS FEM SG а л л ю в и а л ь н ы й	а л л ю в и а л ь н о й	а л л ю в и а л ь н о й
V FUT 2 SG н а ц е л и т ь с я	н а ц е л и ш ь с я	б у д е ш ь н а ц е л и т ь с я
N ACC PL ф а к е л	ф а к е л ы	ф а к е л ы
ADJ DAT MASC SG н е б о г а т ы й	н е б о г а т о м у	н е б о г а т о м у
N ESS SG п е р и п е т и я	п е р и п е т и и	п е р и п е т и и
V FUT 1 PL п р е д с т а в а т ь	б у д е м п р е д с т а в а т ь	б у д е м п р е д с т а в а т ь
ADJ GEN NEUT SG х а л я л ь н ы й	х а л я л ь н о г о	х а л я л ь н о г о
